#EXPORTTYPE:DATA ALL
#FILE:ExpDat_00089_CaC2O4_20_1000_Al2O3-lids_Air-30-10_TGA.imp
#FORMAT:NETZSCH5
#FTYPE:ASCII
#IDENTITY:ExpDat_00089_CaC2O4_20_1000_Al2
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:TG
#INSTRUMENT:IMPORTED TG
#PROJECT:
#DATE/TIME:25.09.2008 14:22
#CORR. FILE:
#TEMPCAL:---
#LABORATORY:
#OPERATOR:
#REMARK:
#SAMPLE:
#SAMPLE MASS /mg:21.348
#MATERIAL:
#REFERENCE:
#REFERENCE MASS /mg:
#TYPE OF CRUCIBLE:
#SAMPLE CRUCIBLE MASS /mg:0.000
#REFERENCE CRUCIBLE MASS /mg:
#PROTECTIVE GAS:
#FLOW RATE:
#PURGE GAS 1:
#FLOW RATE 1:
#PURGE GAS 2:
#FLOW RATE 2:
#M.RANGE /mg:0
#CORR. CODE:600
#RANGE:30oC/20.1(K/min)/1000oC
#SEGMENT:S1/1
#SEG. 1:30oC/20.1(K/min)/1000oC

##Temp./oC;Time/min;Mass/%;DTG/(%/min)
287.68800;13.09340; 87.60998;-2.5347e-002
288.18800;13.11643; 87.60924;-4.0460e-002
288.68800;13.13944; 87.60811;-5.7292e-002
289.18800;13.16245; 87.60661;-7.1679e-002
289.68800;13.18546; 87.60483;-8.0038e-002
290.18800;13.20848; 87.60295;-8.0545e-002
290.68800;13.23156; 87.60114;-7.3462e-002
291.18800;13.25468; 87.59957;-6.1108e-002
291.68800;13.27782; 87.59832;-4.6635e-002
292.18800;13.30101; 87.59741;-3.2726e-002
292.68800;13.32422; 87.59679;-2.1655e-002
293.18800;13.34744; 87.59640;-1.3774e-002
293.68800;13.37069; 87.59614;-9.4895e-003
294.18800;13.39396; 87.59594;-8.6051e-003
294.68800;13.41726; 87.59573;-1.0659e-002
295.18800;13.44058; 87.59544;-1.5152e-002
295.68800;13.46391; 87.59501;-2.2021e-002
296.18800;13.48726; 87.59441;-3.0044e-002
296.68800;13.51061; 87.59361;-3.7719e-002
297.18800;13.53396; 87.59265;-4.3556e-002
297.68800;13.55733; 87.59159;-4.6266e-002
298.18800;13.58072; 87.59050;-4.5196e-002
298.68800;13.60412; 87.58949;-4.0598e-002
299.18800;13.62754; 87.58861;-3.3526e-002
299.68800;13.65096; 87.58792;-2.5474e-002

